Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(Project, 1)",Firefox 57.0,,2018-01-23 15:06:54,2018-01-23 15:06:54,0.002s,PASSED
"Statement - return ((li[title="" + projectName) + ""])",Firefox 57.0,,2018-01-23 15:06:54,2018-01-23 15:06:54,0.001s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementVisible(projectList) == false),Firefox 57.0,,2018-01-23 15:06:54,2018-01-23 15:06:54,0.530s,PASSED
Statement - Else,Firefox 57.0,,2018-01-23 15:06:54,2018-01-23 15:06:55,0.237s,PASSED
waitForElementClickable,Firefox 57.0,,2018-01-23 15:06:55,2018-01-23 15:06:55,0.552s,PASSED
click,Firefox 57.0,,2018-01-23 15:06:55,2018-01-23 15:06:55,0.227s,PASSED
"Statement - dashboardProjectName = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", ""span.title.project-name"")",Firefox 57.0,,2018-01-23 15:06:55,2018-01-23 15:06:55,0.000s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-23 15:06:55,2018-01-23 15:06:57,1.755s,PASSED
Statement - assert com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(dashboardProjectName) == GetProjectName(),Firefox 57.0,,2018-01-23 15:06:57,2018-01-23 15:06:57,0.030s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(Project, 1)",Firefox 57.0,,2018-01-23 15:06:57,2018-01-23 15:06:57,0.002s,PASSED
,,,,,,
Test Cases/StandAlone-Prereqs/OpenSmartDocModule,Firefox 57.0,,2018-01-23 15:06:57,2018-01-23 15:06:59,1.684s,FAILED
click,Firefox 57.0,,2018-01-23 15:06:57,2018-01-23 15:06:59,1.531s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-23 15:06:59,2018-01-23 15:06:59,0.081s,FAILED
,,,,,,
Test Cases/SmartDocs/VerifyThatUserIsAbleToCreateSmartDocFileOnBlankTemplate,Firefox 57.0,"Test Case Id : 18681,\nTest Case Developed By : Mubbashir Shakil,\nTest Case Created On : 23/Jan/2018",2018-01-23 15:06:59,2018-01-23 15:07:00,1.500s,FAILED
click,Firefox 57.0,,2018-01-23 15:06:59,2018-01-23 15:07:00,0.587s,PASSED
click,Firefox 57.0,,2018-01-23 15:07:00,2018-01-23 15:07:00,0.684s,PASSED
setText,Firefox 57.0,,2018-01-23 15:07:00,2018-01-23 15:07:00,0.129s,FAILED
